名称,AssetType,Status,Version,LoadPolicy,Date,文件大小,url path
书籍 → 认知资产转化 SOP,Procedure,Active,v1.0,Full,2025-12-26T18:10:51,3668,https://github.com/Kong-li/Knowledge_Assets/blob/main/2 Procedure/书籍 → 认知资产转化 SOP.md
